"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K10037",0.0394,0,0.966,0.00861,0.204,0.00298,NA,"K10036,K10037",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17624",0.0197,0,0.934,-0.0342,0.41,0.00589,NA,"K17624",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00561",0.0345,0,0.959,-0.016,0.309,0.00365,NA,"K00561",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K26989",0.0148,0,0.858,0.0432,0.241,0.0127,NA,"K26989",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00441",0.0197,0,0.822,-0.0271,0.121,0.0159,NA,"K00441",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K28189",0.0197,0,0.836,0.0551,0.266,0.0146,NA,"K28189",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21885",0.118,0,0.969,0.00842,0.214,0.00278,NA,"K21885",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17329",0.0443,0,0.788,-0.0714,0.265,0.019,NA,"K17329,K17330,K17331",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K05888",0.0739,0,0.585,-0.15,0.274,0.0386,NA,"K05888",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09809",0.118,0,0.857,0.0153,0.0849,0.0127,NA,"K09809",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22907",0.0197,0,0.92,-0.0169,0.168,0.00713,NA,"K09153,K22907",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K15637",0.0296,0,0.778,-0.103,0.365,0.0199,NA,"K15637",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14340",0.143,0,0.113,0.121,0.0762,0.112,NA,"K14340",0.658662398137369,1,FALSE,FALSE,FALSE,FALSE
"K19978",0.0345,0,0.795,-0.0671,0.258,0.0183,NA,"K19978",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01233",0.0148,0,0.0134,-0.275,0.11,0.173,NA,"K01233",0.287636170212766,1,FALSE,FALSE,FALSE,FALSE
"K01654",0.0345,0,0.9,-0.0193,0.154,0.00886,NA,"K01654",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21749",0.0394,0,0.217,0.113,0.0914,0.087,NA,"K21749",0.864374701670644,1,FALSE,FALSE,FALSE,FALSE
"K00897",0.0197,0,0.767,-0.138,0.463,0.0209,NA,"K00897",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17246",0.0296,0,0.874,-0.0219,0.138,0.0112,NA,"K17244,K17246",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17245",0.0394,0,0.914,-0.0125,0.116,0.00758,NA,"K17245",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K27494",0.0591,0,0.901,-0.0167,0.134,0.00878,NA,"K27494",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K27495",0.0197,0,0.721,0.133,0.372,0.0252,NA,"K27495",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21480",0.0197,0,0.714,0.127,0.347,0.0259,NA,"K21480",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11384",0.163,0,0.148,1.03,0.709,0.102,NA,"K06123,K07713,K11384,K14268,K18298,K20972,K20973,K22345",0.725084148727984,1,FALSE,FALSE,FALSE,FALSE
"K22474",0.138,0,0.0499,-0.135,0.0683,0.138,NA,"K22474",0.531269052631579,1,FALSE,FALSE,FALSE,FALSE
"K12549",0.0197,0,0.724,-0.0342,0.0967,0.025,NA,"K12549",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13472",0.0837,0,0.919,-0.00783,0.0767,0.0072,NA,"K13472",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22747",0.167,0,0.141,0.114,0.0773,0.104,NA,"K22747",0.718175757575757,1,FALSE,FALSE,FALSE,FALSE
"K19157",0.0148,0,0.653,-0.0579,0.128,0.0318,NA,"K19157",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K23057",0.192,0,0.0891,0.939,0.55,0.12,NA,"K23057",0.601512080536913,1,FALSE,FALSE,FALSE,FALSE
"K23056",0.192,0,0.0891,0.939,0.55,0.12,NA,"K23056",0.601512080536913,1,FALSE,FALSE,FALSE,FALSE
"K23055",0.192,0,0.0891,0.939,0.55,0.12,NA,"K23055",0.601512080536913,1,FALSE,FALSE,FALSE,FALSE
"K23058",0.177,0,0.318,0.613,0.611,0.0705,NA,"K23058",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K22250",0.163,0,0.087,0.387,0.225,0.12,NA,"K22250",0.599875790921596,1,FALSE,FALSE,FALSE,FALSE
"K02848",0.167,0,0.637,0.118,0.25,0.0333,NA,"K02848",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13541",0.197,0,0.0191,1.18,0.498,0.164,NA,"K13541",0.34705559566787,1,FALSE,FALSE,FALSE,FALSE
"K27076",0.103,0,0.233,0.0956,0.0799,0.0841,NA,"K27076",0.884481425322214,1,FALSE,FALSE,FALSE,FALSE
"K27077",0.103,0,0.421,0.0664,0.0823,0.0568,NA,"K27077",0.998553765987684,1,FALSE,FALSE,FALSE,FALSE
"K23993",0.207,0,0.0345,0.578,0.271,0.148,NA,"K23993",0.452952835051546,1,FALSE,FALSE,FALSE,FALSE
"K08195",0.222,0,0.349,0.0927,0.0988,0.0661,NA,"K08195",0.962248348017621,1,FALSE,FALSE,FALSE,FALSE
"K19296",0.153,0,0.875,-0.0527,0.334,0.0111,NA,"K00066,K01795,K16081,K19290,K19291,K19292,K19293,K19295,K19296",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19744",0.212,0,0.488,0.0592,0.0853,0.0489,NA,"K19744",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13655",0.0739,0,0.105,-0.109,0.0671,0.114,NA,"K13655",0.640359317904994,1,FALSE,FALSE,FALSE,FALSE
"K13651",0.064,0,0.116,-0.119,0.0752,0.111,NA,"K13651",0.663785142857143,1,FALSE,FALSE,FALSE,FALSE
"K17879",0.0887,0,0.08,-0.136,0.0774,0.123,NA,"K17879",0.582937063953488,1,FALSE,FALSE,FALSE,FALSE
"K13487",0.172,0,0.512,0.137,0.208,0.0463,NA,"K11444,K13487,K13488,K13489,K13490,K13491",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13486",0.167,0,0.697,-0.123,0.317,0.0275,NA,"K13486,K18100",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01039",0.246,0,0.147,0.187,0.128,0.102,NA,"K01039",0.722305201177625,1,FALSE,FALSE,FALSE,FALSE
"K01040",0.246,0,0.147,0.187,0.128,0.102,NA,"K01040",0.722305201177625,1,FALSE,FALSE,FALSE,FALSE
"K02625",0.153,0,0.145,0.178,0.121,0.103,NA,"K02625",0.721640671273445,1,FALSE,FALSE,FALSE,FALSE
"K04061",0.31,0,0.538,-0.0823,0.133,0.0435,NA,"K04061",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18843",0.197,0,0.713,-0.0194,0.0526,0.0259,NA,"K18843",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01267",0.187,0,0.203,0.844,0.66,0.0897,NA,"K01267,K01960,K21711",0.837249588138386,1,FALSE,FALSE,FALSE,FALSE
"K13776",0.148,0,0.465,-0.203,0.277,0.0516,NA,"K13776",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17623",0.0985,0,0.461,0.259,0.35,0.0521,NA,"K17623",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02203",0.153,0,0.722,-0.0778,0.218,0.0251,NA,"K02203",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06160",0.182,0,0.507,0.0563,0.0847,0.0468,NA,"K06160",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07690",0.172,0,0.237,0.167,0.141,0.0833,NA,"K07690",0.888217814371257,1,FALSE,FALSE,FALSE,FALSE
"K22349",0.0493,0,0.8,-0.021,0.0828,0.0179,NA,"K22349",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K22350",0.064,0,0.65,0.0549,0.121,0.0321,NA,"K22350",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01003",0.177,0,0.0367,1.25,0.594,0.147,NA,"K01003",0.45742962962963,1,FALSE,FALSE,FALSE,FALSE
"K11919",0.064,0,0.518,0.0548,0.0847,0.0456,NA,"K11919",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11918",0.064,0,0.518,0.0548,0.0847,0.0456,NA,"K11918",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18072",0.0345,0,0.602,0.0495,0.0947,0.0368,NA,"K18072",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K23467",0.182,0,0.214,0.0876,0.0703,0.0876,NA,"K23467",0.862719806763285,1,FALSE,FALSE,FALSE,FALSE
"K07326",0.143,0,0.879,-0.00884,0.0582,0.0107,NA,"K07326",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K23466",0.148,0,0.345,0.0597,0.0631,0.0666,NA,"K23466",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K00394",0.153,0,0.58,-0.0524,0.0946,0.0391,NA,"K00394",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21407",0.148,0,0.0757,0.251,0.141,0.125,NA,"K21407",0.565716268656716,1,FALSE,FALSE,FALSE,FALSE
"K18923",0.163,0,0.489,0.0334,0.0481,0.0489,NA,"K18923",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00032",0.108,0,0.304,0.165,0.16,0.0725,NA,"K00032",0.941328385899814,1,FALSE,FALSE,FALSE,FALSE
"K11441",0.113,0,0.503,0.0878,0.131,0.0473,NA,"K11441",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18299",0.241,0,0.995,0.00152,0.231,0.000466,NA,"K18299",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K12538",0.118,0,0.0177,0.356,0.149,0.166,NA,"K12538",0.336973003802281,1,FALSE,FALSE,FALSE,FALSE
"K19353",0.158,0,0.11,-0.156,0.0975,0.112,NA,"K19353",0.651798816568047,1,FALSE,FALSE,FALSE,FALSE
"K04099",0.0296,0,0.333,-0.0835,0.0861,0.0683,NA,"K04099",0.958482857142857,1,FALSE,FALSE,FALSE,FALSE
"K07023",0.0542,0,0.234,-0.123,0.103,0.0839,NA,"K07023",0.886261724659607,1,FALSE,FALSE,FALSE,FALSE
"K01856",0.315,0,0.133,0.112,0.0739,0.106,NA,"K01856",0.707684378320935,1,FALSE,FALSE,FALSE,FALSE
"K20330",0.0197,0,0.00236,-0.405,0.131,0.212,NA,"K20330",0.116995247524752,1,FALSE,FALSE,FALSE,FALSE
"K16124",0.0246,0,0.00997,-0.308,0.118,0.18,NA,"K16124",0.24959895,1,FALSE,FALSE,FALSE,FALSE
"K00505",0.0591,0,0.298,0.0774,0.0741,0.0735,NA,"K00505",0.937829038340666,1,FALSE,FALSE,FALSE,FALSE
"K10816",0.0197,0,0.24,-0.131,0.111,0.0828,NA,"K10814,K10815,K10816",0.891454005934718,1,FALSE,FALSE,FALSE,FALSE
"K19231",0.0345,0,0.52,-0.0531,0.0823,0.0455,NA,"K19231",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13299",0.167,0,0.134,0.31,0.206,0.106,NA,"K13299",0.710739406779661,1,FALSE,FALSE,FALSE,FALSE
"K16291",0.212,0,0.871,0.0215,0.132,0.0114,NA,"K16291",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24018",0.202,0,0.345,0.586,0.62,0.0666,NA,"K24018",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K13974",0.0936,0,0.675,-0.0311,0.074,0.0296,NA,"K13974",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21825",0.202,0,0.637,0.0798,0.169,0.0333,NA,"K21825",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08369",0.0936,0,0.258,-0.0953,0.084,0.0798,NA,"K08369",0.907496850944717,1,FALSE,FALSE,FALSE,FALSE
"K14335",0.128,0,0.589,0.102,0.189,0.0382,NA,"K14335",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K00466",0.0542,0,0.74,-0.0258,0.0776,0.0234,NA,"K00466",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17060",0.172,0,0.179,0.193,0.143,0.0946,NA,"K17060,K17061",0.794550531914894,1,FALSE,FALSE,FALSE,FALSE
"K18540",0.128,0,0.336,0.0932,0.0966,0.0679,NA,"K18540",0.959698802053622,1,FALSE,FALSE,FALSE,FALSE
"K14475",0.197,0,0.263,0.103,0.0915,0.079,NA,"K14475",0.910049067035245,1,FALSE,FALSE,FALSE,FALSE
"K03486",0.187,0,0.00337,0.249,0.0838,0.205,NA,"K03486",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K21135",0.133,0,0.58,0.0798,0.144,0.039,NA,"K21133,K21135",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08085",0.123,0,0.868,0.0212,0.128,0.0117,NA,"K08085",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K09934",0.167,0,0.713,0.0371,0.101,0.026,NA,"K09934",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13789",0.315,0,0.486,-0.0898,0.129,0.0492,NA,"K13789",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K19954",0.172,0,0.768,-0.0412,0.14,0.0208,NA,"K19954",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K17736",0.202,0,0.000562,1.03,0.293,0.24,NA,"K17736",0.0527052631578947,1,FALSE,FALSE,TRUE,FALSE
"K27492",0.207,0,0.0236,0.624,0.273,0.159,NA,"K27492",0.382411650485437,1,FALSE,FALSE,FALSE,FALSE
"K00471",0.167,0,0.88,-0.0224,0.148,0.0106,NA,"K00471",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21830",0.148,0,0.0213,0.678,0.292,0.162,NA,"K21830",0.36649175257732,1,FALSE,FALSE,FALSE,FALSE
"K03816",0.281,0,6e-04,1.14,0.327,0.239,NA,"K03816",0.0527052631578947,1,FALSE,FALSE,TRUE,FALSE
"K11916",0.0591,0,0.866,-0.0171,0.101,0.012,NA,"K11916",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01959",0.197,0,0.222,0.21,0.172,0.086,NA,"K01959",0.874362568519969,1,FALSE,FALSE,FALSE,FALSE
"K24655",0.0739,0,0.705,-0.0272,0.0719,0.0267,NA,"K24655",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14188",0.0345,0,0.0023,-1.46,0.474,0.213,NA,"K03739,K03740,K05739,K06343,K14188,K19419,K23978,K25114,K25115,K25118",0.115161,1,FALSE,FALSE,FALSE,FALSE
"K10681",0.0197,0,0.525,-0.104,0.163,0.0448,NA,"K10681",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18345",0.0345,0,0.0797,-0.952,0.54,0.123,NA,"K18345",0.582566277372263,1,FALSE,FALSE,FALSE,FALSE
"K02491",0.0936,0,0.0422,1.12,0.547,0.143,NA,"K02248,K02249,K02254,K02491,K03794,K05340,K06299,K06300,K06302,K06306,K06327,K06347,K06348,K06422,K06431,K06432,K06714,K11620,K11637,K11638,K11686,K18115,K19449,K21465,K21935",0.488038620689655,1,FALSE,FALSE,FALSE,FALSE
"K05967",0.0936,0,0.873,0.0316,0.198,0.0113,NA,"K05967",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K25575",0.0739,0,0.34,-0.469,0.491,0.0673,NA,"K16188,K25575",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K06308",0.113,0,0.134,0.594,0.394,0.106,NA,"K02826,K02828,K02829,K06301,K06303,K06308,K25109",0.710739406779661,1,FALSE,FALSE,FALSE,FALSE
"K06295",0.118,0,0.073,1.07,0.595,0.126,NA,"K06295",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K11615",0.0887,0,0.031,0.266,0.123,0.151,NA,"K11614,K11615",0.436002808988764,1,FALSE,FALSE,FALSE,FALSE
"K06296",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06296",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K06297",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06297",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K06307",0.064,0,0.000642,0.383,0.11,0.238,NA,"K06307",0.0535749,1,FALSE,FALSE,TRUE,FALSE
"K20391",0.069,0,0.00121,1.39,0.424,0.226,NA,"K03206,K09683,K09963,K16323,K20391",0.0853305633802817,1,FALSE,FALSE,TRUE,FALSE
"K11625",0.0246,0,0.801,-0.0252,0.1,0.0178,NA,"K11625",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11635",0.0443,0,0.745,0.0401,0.123,0.023,NA,"K11635",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11636",0.0493,0,0.951,-0.00756,0.122,0.00437,NA,"K11636",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K28830",0.0197,0,0.605,0.0985,0.19,0.0366,NA,"K22222,K28830",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K07282",0.0887,0,0.449,0.145,0.191,0.0535,NA,"K07282",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K21488",0.0591,0,0.00293,-0.251,0.0832,0.208,NA,"K21488",0.128688684210526,1,FALSE,FALSE,FALSE,FALSE
"K20109",0.0493,0,0.61,0.097,0.19,0.036,NA,"K20109",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06418",0.118,0,0.073,1.07,0.595,0.126,NA,"K06418",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K19081",0.0197,0,0.975,-0.00408,0.133,0.00217,NA,"K19081",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K18349",0.069,0,0.316,-0.107,0.107,0.0707,NA,"K18349",0.950168352171327,1,FALSE,FALSE,FALSE,FALSE
"K11632",0.118,0,0.073,1.07,0.595,0.126,NA,"K11632",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K11631",0.118,0,0.073,1.07,0.595,0.126,NA,"K11631",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K24948",0.0493,0,0.549,-0.286,0.477,0.0423,NA,"K24948",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24949",0.0493,0,0.549,-0.286,0.477,0.0423,NA,"K24949",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24950",0.0493,0,0.549,-0.286,0.477,0.0423,NA,"K24950",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03700",0.0985,0,0.663,0.372,0.851,0.0308,NA,"K00260,K00841,K02244,K02245,K02246,K02250,K02859,K03093,K03471,K03700,K03706,K05822,K05823,K06286,K07105,K07570,K07658,K08724,K09682,K11619,K12263,K13275,K13300,K13767,K16509,K16787,K17217,K18692,K23675,K23734",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K11476",0.0936,0,0.142,0.204,0.138,0.103,NA,"K11476",0.718175757575757,1,FALSE,FALSE,FALSE,FALSE
"K25031",0.133,0,0.345,-0.239,0.252,0.0666,NA,"K25031",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K06314",0.118,0,0.073,1.07,0.595,0.126,NA,"K06314",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K01447",0.0394,0,0.0107,-0.917,0.356,0.179,NA,"K01447,K08600",0.256282464454976,1,FALSE,FALSE,FALSE,FALSE
"K06317",0.118,0,0.073,1.07,0.595,0.126,NA,"K06317",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K06436",0.118,0,0.073,1.07,0.595,0.126,NA,"K06436",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K06423",0.118,0,0.073,1.07,0.595,0.126,NA,"K06423",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K04769",0.118,0,0.073,1.07,0.595,0.126,NA,"K04769",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K06409",0.118,0,0.073,1.07,0.595,0.126,NA,"K06409",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K06382",0.118,0,0.073,1.07,0.595,0.126,NA,"K06382",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K07590",0.118,0,0.073,1.07,0.595,0.126,NA,"K07590",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K16786",0.118,0,0.768,0.141,0.477,0.0208,NA,"K16786",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06294",0.118,0,0.073,1.07,0.595,0.126,NA,"K06294",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K16937",0.118,0,0.419,0.0675,0.0834,0.057,NA,"K16937",0.998553765987684,1,FALSE,FALSE,FALSE,FALSE
"K21959",0.118,0,0.271,0.109,0.0984,0.0776,NA,"K21959",0.918343897505057,1,FALSE,FALSE,FALSE,FALSE
"K08152",0.0837,0,0.536,-0.0623,0.101,0.0436,NA,"K08152",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K13281",0.163,0,0.66,0.0763,0.173,0.0311,NA,"K13281",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14665",0.108,0,0.201,-0.354,0.276,0.0901,NA,"K14665",0.833118377483444,1,FALSE,FALSE,FALSE,FALSE
"K25308",0.113,0,0.228,-0.207,0.171,0.085,NA,"K25290,K25308",0.878150769230769,1,FALSE,FALSE,FALSE,FALSE
"K21567",0.133,0,0.568,0.168,0.294,0.0403,NA,"K21567",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06325",0.064,0,0.0828,0.204,0.117,0.122,NA,"K06325",0.589635524475524,1,FALSE,FALSE,FALSE,FALSE
"K21828",0.0148,0,0.19,-0.518,0.393,0.0925,NA,"K21828",0.811831069609508,1,FALSE,FALSE,FALSE,FALSE
"K01182",0.138,0,0.868,0.0179,0.107,0.0118,NA,"K01182",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K20108",0.0246,0,0.278,0.484,0.445,0.0765,NA,"K20108,K20895",0.923041114058356,1,FALSE,FALSE,FALSE,FALSE
"K06896",0.0296,0,0.573,0.194,0.343,0.0398,NA,"K06896,K21453",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K01567",0.118,0,0.073,1.07,0.595,0.126,NA,"K01567",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K02205",0.167,0,0.0177,0.251,0.105,0.166,NA,"K02205",0.336973003802281,1,FALSE,FALSE,FALSE,FALSE
"K06428",0.0493,0,0.549,-0.286,0.477,0.0423,NA,"K06428",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K24708",0.118,0,0.768,0.141,0.477,0.0208,NA,"K24708",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K25156",0.0985,0,0.463,0.168,0.228,0.0518,NA,"K25154,K25155,K25156",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K08713",0.0985,0,0.31,0.149,0.146,0.0716,NA,"K08713",0.949920440636475,1,FALSE,FALSE,FALSE,FALSE
"K13730",0.0197,0,0.304,-0.326,0.316,0.0726,NA,"K13730",0.941328385899814,1,FALSE,FALSE,FALSE,FALSE
"K02443",0.163,0,0.606,0.0573,0.111,0.0365,NA,"K02443",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14983",0.0739,0,0.0247,0.76,0.336,0.158,NA,"K14983",0.389258934169279,1,FALSE,FALSE,FALSE,FALSE
"K14982",0.0788,0,0.206,0.468,0.369,0.0891,NA,"K14982,K28635",0.841993469387755,1,FALSE,FALSE,FALSE,FALSE
"K21903",0.0985,0,0.073,0.909,0.504,0.126,NA,"K21903",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K20480",0.064,0,0.545,0.0666,0.11,0.0427,NA,"K20480",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06425",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06425",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K25110",0.153,0,0.669,0.0396,0.0925,0.0302,NA,"K25110,K25111,K25130",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K14647",0.103,0,0.914,0.0269,0.25,0.0076,NA,"K14647",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K23983",0.103,0,0.388,-0.378,0.436,0.061,NA,"K23786,K23983",0.987689148073022,1,FALSE,FALSE,FALSE,FALSE
"K10041",0.118,0,0.073,1.07,0.595,0.126,NA,"K10041",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K10039",0.118,0,0.073,1.07,0.595,0.126,NA,"K10039",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K10040",0.118,0,0.073,1.07,0.595,0.126,NA,"K10040",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K20487",0.0788,0,0.32,-0.12,0.12,0.0702,NA,"K20487",0.950884272997033,1,FALSE,FALSE,FALSE,FALSE
"K15973",0.217,0,0.484,-0.0628,0.0895,0.0495,NA,"K15973",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K03484",0.0887,0,0.0152,-0.343,0.14,0.17,NA,"K03484",0.30688064516129,1,FALSE,FALSE,FALSE,FALSE
"K01117",0.0148,0,0.591,-0.147,0.273,0.038,NA,"K01117",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K02827",0.118,0,0.073,1.07,0.595,0.126,NA,"K02827",0.563005997001499,1,FALSE,FALSE,FALSE,FALSE
"K06311",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06311",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K06312",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06312",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K10810",0.0985,0,0.256,0.448,0.394,0.0801,NA,"K00686,K06345,K06433,K07717,K07719,K10810,K16919,K16921",0.906835095137421,1,FALSE,FALSE,FALSE,FALSE
"K03491",0.064,0,0.805,0.0298,0.12,0.0174,NA,"K03491",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
"K06334",0.103,0,0.000366,1.29,0.356,0.248,NA,"K06334",0.0416491363636364,1,TRUE,FALSE,TRUE,FALSE
"K06333",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06333",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K06332",0.0936,0,0.00335,1.27,0.426,0.205,NA,"K06332",0.131824921875,1,FALSE,FALSE,FALSE,FALSE
"K18924",0.113,0,0.347,-0.166,0.176,0.0664,NA,"K18924",0.962031561461794,1,FALSE,FALSE,FALSE,FALSE
"K18925",0.123,0,0.0523,-0.54,0.277,0.136,NA,"K18925",0.539688934426229,1,FALSE,FALSE,FALSE,FALSE
"K19575",0.0739,0,0.12,0.168,0.108,0.109,NA,"K19575",0.675101123595506,1,FALSE,FALSE,FALSE,FALSE
"K07446",0.0246,0,0.000585,-0.485,0.139,0.239,NA,"K07446",0.0527052631578947,1,FALSE,FALSE,TRUE,FALSE
"K15737",0.0739,0,0.277,0.0978,0.0898,0.0766,NA,"K15737",0.923041114058356,1,FALSE,FALSE,FALSE,FALSE
"K01777",0.0591,0,0.768,0.0287,0.0973,0.0208,NA,"K01777",0.999598920863309,1,FALSE,FALSE,FALSE,FALSE
