"variant","af","filter.pvalue","lrt.pvalue","beta","beta.std.err","variant_h2","notes","cluster_variants","p_adj_BH","p_adj_bonferroni","rejected_BH_005","rejected_bonferroni_005","rejected_BH_010","rejected_bonferroni_010"
"K01858",0.149,0,0.879,-7.5,49.2,0.0108,NA,"K01858",0.991204330175913,1,FALSE,FALSE,FALSE,FALSE
"K00392",0.114,0,0.188,107,80.6,0.0933,NA,"K00392",0.922473012757606,1,FALSE,FALSE,FALSE,FALSE
"K21401",0.0995,0,0.995,0.685,108,0.000449,NA,"K21401",0.999799839871897,1,FALSE,FALSE,FALSE,FALSE
"K25149",0.104,0,0.271,44.7,40.5,0.078,NA,"K25149",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K25150",0.104,0,0.271,44.7,40.5,0.078,NA,"K25150",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K25588",0.0945,0,0.624,28.4,57.9,0.0348,NA,"K25588",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01005",0.239,0,0.678,-25.3,60.8,0.0295,NA,"K01005",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18230",0.0796,0,0.155,90.3,63.3,0.101,NA,"K18230",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K11602",0.0448,0,0.205,74.5,58.6,0.0898,NA,"K11602",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K11601",0.0448,0,0.205,74.5,58.6,0.0898,NA,"K11601",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K02497",0.239,0,0.643,38.6,83.1,0.0329,NA,"K02497",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K14519",0.104,0,0.105,102,62.7,0.115,NA,"K14519",0.826771653543307,1,FALSE,FALSE,FALSE,FALSE
"K04768",0.199,0,0.768,27.1,91.8,0.0209,NA,"K04768",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00008",0.0746,0,0.519,-30.8,47.6,0.0458,NA,"K00008",0.975791433891993,1,FALSE,FALSE,FALSE,FALSE
"K25064",0.0498,0,0.0915,129,76.2,0.119,NA,"K25062,K25063,K25064",0.808130081300813,1,FALSE,FALSE,FALSE,FALSE
"K00594",0.109,0,0.576,32.6,58.2,0.0397,NA,"K00594",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K17755",0.0348,0,0.0709,133,73.5,0.128,NA,"K17755",0.751059322033898,1,FALSE,FALSE,FALSE,FALSE
"K28029",0.234,0,0.0426,83.9,41.1,0.143,NA,"K28029",0.724489795918367,1,FALSE,FALSE,FALSE,FALSE
"K16927",0.0697,0,0.000898,223,66.1,0.232,NA,"K16927",0.3075,1,FALSE,FALSE,FALSE,FALSE
"K22336",0.0647,0,0.0636,114,60.9,0.131,NA,"K22336",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K19311",0.0398,0,0.894,8.6,64.6,0.00943,NA,"K19311",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K13950",0.0896,0,0.659,35.1,79.4,0.0313,NA,"K13950",0.983363042186572,1,FALSE,FALSE,FALSE,FALSE
"K01218",0.0398,0,0.693,20.3,51.4,0.028,NA,"K01218",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K16925",0.224,0,0.37,-63.3,70.4,0.0636,NA,"K16925",0.955578512396694,1,FALSE,FALSE,FALSE,FALSE
"K07228",0.229,0,0.203,-101,79.1,0.0902,NA,"K07228",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K26732",0.229,0,0.203,-101,79.1,0.0902,NA,"K26732",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K25286",0.234,0,0.618,18.9,37.9,0.0353,NA,"K25286",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22107",0.0896,0,0.972,-3.23,91.4,0.0025,NA,"K22107",0.999589069241833,1,FALSE,FALSE,FALSE,FALSE
"K02798",0.194,0,0.512,42.7,65.1,0.0465,NA,"K02798",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K13892",0.104,0,0.96,3.37,67.2,0.00356,NA,"K13892",0.997713573061734,1,FALSE,FALSE,FALSE,FALSE
"K16515",0.0498,0,0.867,7.78,46.4,0.0119,NA,"K16515",0.987021857923497,1,FALSE,FALSE,FALSE,FALSE
"K11947",0.0697,0,0.777,-17.1,60.3,0.0201,NA,"K11947",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K26740",0.0299,0,0.726,-22.9,65.3,0.0249,NA,"K26740",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K21600",0.264,0,0.634,36.6,76.8,0.0337,NA,"K21600",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22844",0.0697,0,0.215,-72,57.9,0.0878,NA,"K22844",0.93804537521815,1,FALSE,FALSE,FALSE,FALSE
"K05880",0.0498,0,0.424,97,121,0.0567,NA,"K05880",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K07495",0.0348,0,0.199,62.2,48.2,0.0911,NA,"K07495",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K21344",0.229,0,0.36,-57.4,62.6,0.0648,NA,"K21344",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K11021",0.0896,0,0.663,-18,41.2,0.031,NA,"K11021",0.983679525222552,1,FALSE,FALSE,FALSE,FALSE
"K15852",0.0448,0,0.497,101,148,0.0481,NA,"K15852,K18927,K19213,K20801",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K11023",0.0299,0,0.172,-113,82.3,0.0968,NA,"K11023",0.893970893970894,1,FALSE,FALSE,FALSE,FALSE
"K12531",0.0149,0,0.795,18.4,70.7,0.0185,NA,"K12531",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K16872",0.239,0,0.608,37.8,73.6,0.0364,NA,"K16872",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K14056",0.0796,0,0.818,19.2,83.4,0.0163,NA,"K14056",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00316",0.0697,0,0.965,-2.57,58.9,0.0031,NA,"K00316",0.99876058665565,1,FALSE,FALSE,FALSE,FALSE
"K28380",0.0149,0,0.235,110,92.3,0.0842,NA,"K28380",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K06282",0.0697,0,0.767,-20.4,68.9,0.021,NA,"K03605,K06282",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K06281",0.0547,0,0.39,82.2,95.4,0.0609,NA,"K06281",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K12143",0.0299,0,0.546,44.6,73.7,0.0429,NA,"K12143",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K12138",0.0348,0,0.779,25.2,89.7,0.0199,NA,"K12136,K12138",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12137",0.0647,0,0.974,-2.03,62.1,0.00232,NA,"K12137",0.999589490968801,1,FALSE,FALSE,FALSE,FALSE
"K19659",0.0299,0,0.41,84.4,102,0.0584,NA,"K19659,K22954",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K19113",0.139,0,0.761,-19.6,64.3,0.0216,NA,"K19113",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12678",0.0547,0,0.507,45.4,68.2,0.0471,NA,"K12678",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K12527",0.0249,0,0.967,-4.14,99.7,0.00295,NA,"K12527",0.99876058665565,1,FALSE,FALSE,FALSE,FALSE
"K12529",0.0199,0,0.78,-32.3,115,0.0198,NA,"K12529",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00087",0.0746,0,0.41,-62.4,75.6,0.0584,NA,"K00087",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K13479",0.0796,0,0.212,-88.7,70.9,0.0884,NA,"K13479",0.93804537521815,1,FALSE,FALSE,FALSE,FALSE
"K10952",0.0299,0,0.809,-15.4,63.7,0.0171,NA,"K10952",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K04018",0.0398,0,0.19,137,104,0.0928,NA,"K04018",0.925925925925926,1,FALSE,FALSE,FALSE,FALSE
"K20755",0.0398,0,0.808,-19.9,82,0.0172,NA,"K20755",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K07078",0.169,0,0.0125,146,57.9,0.176,NA,"K07078",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K06926",0.0647,0,0.985,0.639,34.3,0.00132,NA,"K06926",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K18367",0.0995,0,0.921,6.82,69,0.00701,NA,"K18367",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K02598",0.104,0,0.74,23.3,70.1,0.0236,NA,"K02598",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K02464",0.0299,0,0.964,2.44,53.7,0.00322,NA,"K02464",0.998756734355574,1,FALSE,FALSE,FALSE,FALSE
"K08659",0.0348,0,0.161,-81.9,58.2,0.0992,NA,"K08659",0.88235294117647,1,FALSE,FALSE,FALSE,FALSE
"K03757",0.0348,0,0.743,26.3,79.9,0.0233,NA,"K03757",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00385",0.0149,0,0.673,-51.7,122,0.0299,NA,"K00385,K16346,K16950,K16951",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11921",0.289,0,0.14,-62.6,42.2,0.105,NA,"K11921",0.866336633663366,1,FALSE,FALSE,FALSE,FALSE
"K13480",0.0199,0,0.285,-113,106,0.0757,NA,"K13480",0.949241924851681,1,FALSE,FALSE,FALSE,FALSE
"K10906",0.0149,0,0.964,-3.5,76.5,0.00324,NA,"K10906",0.998756734355574,1,FALSE,FALSE,FALSE,FALSE
"K06900",0.0249,0,0.934,-5.52,66.4,0.0059,NA,"K06900,K25555",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
"K03223",0.0846,0,0.425,-42.9,53.7,0.0566,NA,"K03223",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K04054",0.0448,0,0.512,-36.8,56.1,0.0465,NA,"K04054",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K04052",0.0199,0,0.712,36.5,98.5,0.0262,NA,"K04049,K04050,K04051,K04052,K04057,K23476",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03221",0.0448,0,0.293,60.2,57.1,0.0745,NA,"K03221",0.952380952380952,1,FALSE,FALSE,FALSE,FALSE
"K04060",0.0348,0,0.831,-13,60.7,0.0152,NA,"K04060",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K04059",0.0199,0,0.712,36.5,98.5,0.0262,NA,"K04059",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K04056",0.0498,0,0.838,-11.4,55.7,0.0146,NA,"K04056",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03225",0.109,0,0.938,3.61,46,0.00556,NA,"K03225",0.993854630218267,1,FALSE,FALSE,FALSE,FALSE
"K02769",0.0348,0,0.917,-7.17,68.4,0.00744,NA,"K02769",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K21965",0.119,0,0.917,-4.6,44.1,0.00739,NA,"K21965",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K09945",0.279,0,0.306,-50.8,49.5,0.0726,NA,"K09945",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07812",0.0597,0,0.402,65,77.3,0.0595,NA,"K07812",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K16636",0.0149,0,0.285,97.9,91.3,0.0758,NA,"K16636",0.949241924851681,1,FALSE,FALSE,FALSE,FALSE
"K28187",0.0796,0,0.508,26.2,39.5,0.047,NA,"K28187",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K07505",0.0299,0,0.463,-41.8,56.7,0.0521,NA,"K07505",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K05873",0.0846,0,0.95,4.05,64.1,0.00447,NA,"K05873",0.996642887117079,1,FALSE,FALSE,FALSE,FALSE
"K16923",0.104,0,0.234,-68.1,57.1,0.0842,NA,"K16923",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K16638",0.0249,0,0.633,31.4,65.7,0.0339,NA,"K16638",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K23876",0.0149,0,0.331,-102,104,0.069,NA,"K23876",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K20431",0.0149,0,0.481,-60.4,85.6,0.05,NA,"K20431",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K09137",0.0945,0,0.224,-61.8,50.7,0.0861,NA,"K09137",0.945945945945946,1,FALSE,FALSE,FALSE,FALSE
"K24285",0.0149,0,0.234,-74.4,62.3,0.0843,NA,"K24285",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K03410",0.159,0,0.969,1.56,40.5,0.00272,NA,"K03410",0.998969072164948,1,FALSE,FALSE,FALSE,FALSE
"K18365",0.0448,0,0.487,-61.1,87.8,0.0493,NA,"K18365",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K18366",0.0448,0,0.487,-61.1,87.8,0.0493,NA,"K18366",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K01617",0.0697,0,0.712,-17.6,47.7,0.0262,NA,"K01617",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18364",0.0547,0,0.977,1.92,67.2,0.00202,NA,"K18364",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K10217",0.0597,0,0.466,34.9,47.7,0.0518,NA,"K10217",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K16242",0.0149,0,0.546,-62.9,104,0.0429,NA,"K16242",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K05713",0.0299,0,0.527,-42.9,67.6,0.0449,NA,"K05713",0.976418570375829,1,FALSE,FALSE,FALSE,FALSE
"K05714",0.0249,0,0.552,-45.3,76.2,0.0422,NA,"K05714",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K22450",0.0398,0,0.966,-3.51,83.2,0.00299,NA,"K22450",0.99876058665565,1,FALSE,FALSE,FALSE,FALSE
"K03465",0.0299,0,0.332,-63.8,65.6,0.0688,NA,"K03465",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07536",0.0249,0,0.439,-51.5,66.5,0.0549,NA,"K07536",0.96952296819788,1,FALSE,FALSE,FALSE,FALSE
"K04117",0.0299,0,0.915,6.94,64.9,0.00758,NA,"K04117",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K04116",0.0299,0,0.926,5.63,60.7,0.00658,NA,"K04116",0.993562231759657,1,FALSE,FALSE,FALSE,FALSE
"K16880",0.0299,0,0.188,101,76.7,0.0933,NA,"K16876,K16877,K16880",0.922473012757606,1,FALSE,FALSE,FALSE,FALSE
"K16879",0.0199,0,0.154,130,90.9,0.101,NA,"K16879",0.874717832957111,1,FALSE,FALSE,FALSE,FALSE
"K18067",0.0149,0,0.736,29,86.1,0.0239,NA,"K18067",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18068",0.0348,0,0.638,-24.6,52.1,0.0334,NA,"K18068",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K01086",0.0448,0,0.536,-63.1,102,0.0439,NA,"K01086",0.97676107480029,1,FALSE,FALSE,FALSE,FALSE
"K19640",0.0498,0,0.637,32.9,69.6,0.0335,NA,"K19640",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K03620",0.0149,0,0.425,78.4,98.2,0.0565,NA,"K03620",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K00150",0.119,0,0.748,32.4,101,0.0228,NA,"K00150",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K13002",0.0348,0,0.215,65.2,52.4,0.0879,NA,"K13002",0.93804537521815,1,FALSE,FALSE,FALSE,FALSE
"K01787",0.0199,0,0.603,-34.6,66.4,0.0369,NA,"K01787",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K02347",0.119,0,0.798,-19.6,76.3,0.0182,NA,"K02347",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K03333",0.199,0,0.0784,60,33.9,0.124,NA,"K03333",0.786,1,FALSE,FALSE,FALSE,FALSE
"K21196",0.104,0,0.443,-46.7,60.7,0.0544,NA,"K21196",0.97027972027972,1,FALSE,FALSE,FALSE,FALSE
"K17069",0.0199,0,0.981,-2.22,91.7,0.00171,NA,"K17069",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K18285",0.0299,0,0.769,39.4,134,0.0208,NA,"K18285",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08166",0.0896,0,0.337,-48.8,50.7,0.0681,NA,"K08166",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K19225",0.0896,0,0.59,59.5,110,0.0383,NA,"K19225",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K19166",0.154,0,0.359,31.9,34.6,0.0651,NA,"K19166",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K27493",0.0199,0,0.0693,183,100,0.128,NA,"K27493",0.748380129589633,1,FALSE,FALSE,FALSE,FALSE
"K21003",0.0199,0,0.92,-7.85,78.5,0.00709,NA,"K21003",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K21739",0.0299,0,0.887,9.38,66,0.0101,NA,"K21739",0.992836355495858,1,FALSE,FALSE,FALSE,FALSE
"K11784",0.0299,0,0.769,39.4,134,0.0208,NA,"K11784",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11622",0.129,0,0.495,87.3,128,0.0484,NA,"K00887,K11622",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K01771",0.0846,0,0.648,-21.2,46.3,0.0324,NA,"K01771",0.982711555959964,1,FALSE,FALSE,FALSE,FALSE
"K06888",0.144,0,0.151,-75.1,52.1,0.102,NA,"K06888",0.873842592592593,1,FALSE,FALSE,FALSE,FALSE
"K16213",0.0199,0,0.833,-17.1,80.7,0.015,NA,"K16212,K16213",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K26997",0.0149,0,0.571,52.9,93.3,0.0402,NA,"K26997",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05593",0.0398,0,0.735,-30.3,89.5,0.024,NA,"K05593",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K09384",0.0597,0,0.0684,-66.7,36.4,0.129,NA,"K09384",0.74835886214442,1,FALSE,FALSE,FALSE,FALSE
"K25767",0.0199,0,0.382,-62.8,71.7,0.062,NA,"K25767",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K05979",0.164,0,0.206,61.1,48.2,0.0895,NA,"K05979",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K06921",0.0299,0,0.215,64.3,51.7,0.0878,NA,"K06921",0.93804537521815,1,FALSE,FALSE,FALSE,FALSE
"K24126",0.0498,0,0.551,-54.7,91.5,0.0423,NA,"K24126",0.980565371024735,1,FALSE,FALSE,FALSE,FALSE
"K04756",0.0448,0,0.464,-81.8,111,0.052,NA,"K04756",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K08097",0.0448,0,0.775,-15.8,55.2,0.0203,NA,"K08097",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11785",0.0299,0,0.769,39.4,134,0.0208,NA,"K11785",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K11783",0.0299,0,0.769,39.4,134,0.0208,NA,"K11783",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K12452",0.0249,0,0.336,-66,68.4,0.0682,NA,"K12452",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K07031",0.0249,0,0.742,21.5,65.2,0.0233,NA,"K07031",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K19422",0.0448,0,0.145,-107,73.5,0.103,NA,"K19422",0.869047619047619,1,FALSE,FALSE,FALSE,FALSE
"K20810",0.0249,0,0.802,-21.4,85.2,0.0178,NA,"K20810",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K18815",0.0995,0,0.167,89.7,64.6,0.0979,NA,"K18815",0.8870116156283,1,FALSE,FALSE,FALSE,FALSE
"K08222",0.124,0,0.98,-3.14,127,0.00175,NA,"K08222",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K00274",0.0697,0,0.693,21.4,54,0.0281,NA,"K00274",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K27087",0.0199,0,0.134,-114,75.7,0.106,NA,"K27086,K27087",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K20798",0.0149,0,0.916,11,105,0.00745,NA,"K20798",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K23825",0.0348,0,0.616,-47.2,93.9,0.0356,NA,"K23825",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00712",0.109,0,0.757,-11.3,36.4,0.022,NA,"K00712",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K21159",0.249,0,0.634,18.5,38.8,0.0338,NA,"K21159",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K00540",0.0398,0,0.377,-77.3,87.3,0.0626,NA,"K00540,K15510",0.960264900662252,1,FALSE,FALSE,FALSE,FALSE
"K19003",0.0498,0,0.222,-91.8,74.9,0.0865,NA,"K19003",0.942519019442096,1,FALSE,FALSE,FALSE,FALSE
"K26110",0.0995,0,0.0118,-167,65.7,0.177,NA,"K26110",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K27853",0.0398,0,0.387,-52,60,0.0614,NA,"K27853",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K13015",0.204,0,0.33,-32.8,33.6,0.0691,NA,"K13015",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K25028",0.149,0,0.609,-18.7,36.4,0.0363,NA,"K25028",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K14952",0.0149,0,0.797,28.2,110,0.0182,NA,"K14952",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K22733",0.0149,0,0.197,-124,95.6,0.0914,NA,"K22733",0.932126696832579,1,FALSE,FALSE,FALSE,FALSE
"K17640",0.0299,0,0.813,16.7,70.5,0.0168,NA,"K17640",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08221",0.224,0,0.789,-14.7,55,0.019,NA,"K08221",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K23155",0.0647,0,0.364,-64.2,70.5,0.0644,NA,"K23155",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K21685",0.0249,0,0.571,46,81.2,0.0402,NA,"K21685",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K13658",0.0398,0,0.482,-42.1,59.6,0.0499,NA,"K13658",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K18457",0.0348,0,0.925,-6.31,66.8,0.00669,NA,"K18457",0.993562231759657,1,FALSE,FALSE,FALSE,FALSE
"K03343",0.104,0,0.839,-15.5,75.8,0.0145,NA,"K03343",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K26365",0.0398,0,0.898,-6.82,53.1,0.0091,NA,"K26365",0.992884864165589,1,FALSE,FALSE,FALSE,FALSE
"K06336",0.109,0,0.33,-46,47.1,0.0691,NA,"K06336",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K27545",0.0498,0,0.233,-118,98.9,0.0844,NA,"K27545",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K18546",0.0199,0,0.389,-96.9,112,0.0611,NA,"K18546",0.962578899909829,1,FALSE,FALSE,FALSE,FALSE
"K12234",0.0597,0,0.307,-74.4,72.7,0.0724,NA,"K12234",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K11779",0.0299,0,0.243,-105,89.6,0.0827,NA,"K11779",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K14941",0.0547,0,0.48,-53.9,76.2,0.0501,NA,"K11212,K14941",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K00803",0.149,0,0.321,40.3,40.5,0.0703,NA,"K00803",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K10713",0.0995,0,0.456,-37.1,49.7,0.0528,NA,"K10713",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K15629",0.0249,0,0.958,3.74,71.5,0.00371,NA,"K15629",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K15372",0.0796,0,0.843,10.5,52.9,0.0141,NA,"K15372",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K08717",0.129,0,0.608,-31.2,60.7,0.0364,NA,"K08717",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K20484",0.0199,0,0.638,-34.4,73,0.0334,NA,"K20484",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K22580",0.0149,0,0.166,-152,109,0.0981,NA,"K22580",0.8870116156283,1,FALSE,FALSE,FALSE,FALSE
"K20275",0.0796,0,0.47,-45.2,62.4,0.0513,NA,"K20275",0.972832600878945,1,FALSE,FALSE,FALSE,FALSE
"K21492",0.0199,0,0.956,-6.04,108,0.00395,NA,"K21492",0.997296173044925,1,FALSE,FALSE,FALSE,FALSE
"K19200",0.139,0,0.51,-22.9,34.8,0.0467,NA,"K19200",0.975103734439834,1,FALSE,FALSE,FALSE,FALSE
"K16138",0.154,0,0.984,-0.862,44,0.00139,NA,"K16138",0.999594073472701,1,FALSE,FALSE,FALSE,FALSE
"K12991",0.0398,0,0.539,-31.6,51.5,0.0435,NA,"K12991",0.977157360406091,1,FALSE,FALSE,FALSE,FALSE
"K18289",0.159,0,0.777,10.8,38,0.0201,NA,"K18289",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K15733",0.0199,0,0.189,139,106,0.093,NA,"K15733",0.92375366568915,1,FALSE,FALSE,FALSE,FALSE
"K28275",0.0448,0,0.648,24.2,52.9,0.0324,NA,"K28275,K28276",0.982711555959964,1,FALSE,FALSE,FALSE,FALSE
"K18351",0.0398,0,0.784,-25.7,93.8,0.0195,NA,"K18351,K18352",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K14194",0.0149,0,0.0252,214,94.8,0.158,NA,"K14194",0.650684931506849,1,FALSE,FALSE,FALSE,FALSE
"K22298",0.0199,0,0.115,127,80.5,0.111,NA,"K22298",0.849335302806499,1,FALSE,FALSE,FALSE,FALSE
"K10037",0.0398,0,0.635,41.2,86.7,0.0337,NA,"K10036,K10037",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K17624",0.0199,0,0.684,43.4,106,0.0289,NA,"K17624",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
"K00561",0.0348,0,0.00993,261,100,0.181,NA,"K00561",0.534188034188034,1,FALSE,FALSE,FALSE,FALSE
"K26989",0.0149,0,0.121,131,84.2,0.11,NA,"K26989",0.855345911949686,1,FALSE,FALSE,FALSE,FALSE
"K00441",0.0199,0,0.181,81.3,60.5,0.0948,NA,"K00441",0.915991902834008,1,FALSE,FALSE,FALSE,FALSE
"K28189",0.0199,0,0.274,94.7,86.3,0.0775,NA,"K28189",0.946765498652291,1,FALSE,FALSE,FALSE,FALSE
"K21885",0.119,0,0.335,-75.4,77.9,0.0684,NA,"K21885",0.954968944099379,1,FALSE,FALSE,FALSE,FALSE
"K17329",0.0448,0,0.592,44.5,83,0.038,NA,"K17329,K17330,K17331",0.981408107284365,1,FALSE,FALSE,FALSE,FALSE
"K05888",0.0746,0,0.695,-32.2,81.8,0.0279,NA,"K05888",0.986782133090246,1,FALSE,FALSE,FALSE,FALSE
